rank,district,loss_year,lat,lon,area_km2,in_protected,risk_tier,projected_loss_pct
1,Satkhira,2023,21.86206,89.06848,1.506,True,High,10.7
2,Khulna,2023,22.22701,89.44423,1.328,True,High,22.68
3,Khulna,2023,22.18216,89.45413,1.27,True,High,22.68
4,Satkhira,2023,21.74035,89.25829,1.159,True,High,10.7
5,Khulna,2023,22.01035,89.5271,1.04,True,High,22.68
6,Khulna,2023,22.04895,89.49948,0.982,True,High,22.68
7,Satkhira,2023,22.18092,89.22233,0.982,True,High,10.7
8,Satkhira,2023,21.74583,89.12326,0.927,True,High,10.7
9,Satkhira,2023,21.87496,89.24257,0.926,True,High,10.7
10,Satkhira,2023,21.67907,89.23383,0.812,True,High,10.7
11,Bagerhat,2023,21.76746,89.62572,0.81,True,High,11.87
12,Bagerhat,2023,22.15262,89.66967,0.808,True,High,11.87
13,Satkhira,2023,21.73707,89.13248,0.753,True,High,10.7
14,Satkhira,2023,21.92503,89.13127,0.752,True,High,10.7
15,Khulna,2023,22.28418,89.53724,0.75,True,High,22.68
16,Bagerhat,2023,21.73605,89.56428,0.695,True,High,11.87
17,Satkhira,2023,21.88558,89.21487,0.695,True,High,10.7
18,Bagerhat,2023,21.88202,89.8508,0.694,True,High,11.87
19,Satkhira,2023,21.94737,89.14667,0.637,True,High,10.7
20,Bagerhat,2023,21.90797,89.83633,0.636,True,High,11.87
21,Khulna,2023,22.06191,89.54294,0.636,True,High,22.68
22,Khulna,2023,22.32834,89.43127,0.635,True,High,22.68
23,Satkhira,2023,21.88835,89.14027,0.579,True,High,10.7
24,Satkhira,2023,22.20231,89.28715,0.578,True,High,10.7
25,Khulna,2023,22.331,89.47557,0.577,True,High,22.68
26,Khulna,2023,22.3548,89.46367,0.577,True,High,22.68
27,Tangail,2023,24.73399,90.09339,0.566,True,High,8.96
28,Satkhira,2023,21.72638,89.24725,0.522,True,High,10.7
29,Satkhira,2023,21.94771,89.27994,0.521,True,High,10.7
30,Bagerhat,2023,21.98714,89.55817,0.52,True,High,11.87
31,Satkhira,2023,22.13137,89.08755,0.52,True,High,10.7
32,Satkhira,2023,22.18726,89.18736,0.52,True,High,10.7
33,Bagerhat,2023,22.2479,89.77002,0.519,True,High,11.87
34,Satkhira,2023,21.68589,89.25464,0.464,True,High,10.7
35,Satkhira,2023,21.72491,89.27513,0.464,True,High,10.7
36,Satkhira,2023,22.07133,89.09856,0.463,True,High,10.7
37,Satkhira,2023,22.14207,89.10361,0.462,True,High,10.7
38,Bagerhat,2023,22.03792,89.82198,0.462,True,High,11.87
39,Khulna,2023,22.17519,89.43515,0.462,True,High,22.68
40,Tangail,2023,24.66633,90.03674,0.453,True,High,8.96
41,Satkhira,2023,21.76602,89.09539,0.406,True,High,10.7
42,Satkhira,2023,21.72431,89.26607,0.406,True,High,10.7
43,Satkhira,2023,21.84045,89.20768,0.405,True,High,10.7
44,Satkhira,2023,21.82633,89.26318,0.405,True,High,10.7
45,Satkhira,2023,21.91167,89.04727,0.405,True,High,10.7
46,Satkhira,2023,22.08364,89.07935,0.405,True,High,10.7
47,Bagerhat,2023,21.91841,89.85158,0.405,True,High,11.87
48,Khulna,2023,22.10513,89.29559,0.405,True,High,22.68
49,Bagerhat,2023,22.04418,89.66454,0.404,True,High,11.87
50,Bagerhat,2023,22.11444,89.66261,0.404,True,High,11.87
51,Bagerhat,2023,22.14973,89.67833,0.404,True,High,11.87
52,Khulna,2023,22.21197,89.4422,0.404,True,High,22.68
53,Khulna,2023,22.24341,89.36713,0.404,True,High,22.68
54,Satkhira,2023,21.67111,89.24613,0.348,True,High,10.7
55,Satkhira,2023,21.75832,89.10539,0.348,True,High,10.7
56,Satkhira,2023,21.77404,89.10165,0.348,True,High,10.7
57,Satkhira,2023,21.81222,89.19896,0.348,True,High,10.7
58,Bagerhat,2023,21.75233,89.58225,0.347,True,High,11.87
59,Satkhira,2023,21.86088,89.22517,0.347,True,High,10.7
60,Satkhira,2023,21.85414,89.26072,0.347,True,High,10.7
61,Satkhira,2023,21.86499,89.2611,0.347,True,High,10.7
62,Satkhira,2023,22.00348,89.15517,0.347,True,High,10.7
63,Satkhira,2023,22.04615,89.13009,0.347,True,High,10.7
64,Satkhira,2023,22.08022,89.1387,0.347,True,High,10.7
65,Khulna,2023,22.01396,89.46359,0.347,True,High,22.68
66,Bagerhat,2023,22.0076,89.5815,0.347,True,High,11.87
67,Bagerhat,2023,22.0106,89.57027,0.347,True,High,11.87
68,Satkhira,2023,22.2071,89.28206,0.346,True,High,10.7
69,Khulna,2023,22.13823,89.54781,0.346,True,High,22.68
70,Bagerhat,2023,22.11802,89.63951,0.346,True,High,11.87
71,Bagerhat,2023,22.12887,89.63614,0.346,True,High,11.87
72,Khulna,2023,22.24079,89.42167,0.346,True,High,22.68
73,Bagerhat,2023,22.17903,89.70726,0.346,True,High,11.87
74,Khulna,2023,22.22395,89.53209,0.346,True,High,22.68
75,Khulna,2023,22.23555,89.49429,0.346,True,High,22.68
76,Bagerhat,2023,22.19924,89.76415,0.346,True,High,11.87
77,Satkhira,2023,21.71295,89.25234,0.29,True,High,10.7
78,Satkhira,2023,21.73496,89.23886,0.29,True,High,10.7
79,Satkhira,2023,21.74709,89.26986,0.29,True,High,10.7
80,Satkhira,2023,21.74889,89.27614,0.29,True,High,10.7
81,Khulna,2023,21.73945,89.37855,0.29,True,High,22.68
82,Khulna,2023,21.7682,89.38978,0.29,True,High,22.68
83,Khulna,2023,21.77539,89.40775,0.29,True,High,22.68
84,Bagerhat,2023,21.78078,89.57708,0.289,True,High,11.87
85,Satkhira,2023,21.87285,89.25998,0.289,True,High,10.7
86,Satkhira,2023,21.93933,89.33948,0.289,True,High,10.7
87,Bagerhat,2023,21.90654,89.70329,0.289,True,High,11.87
88,Bagerhat,2023,21.89217,89.81783,0.289,True,High,11.87
89,Satkhira,2023,22.10552,89.07178,0.289,True,High,10.7
90,Bagerhat,2023,21.92406,89.76258,0.289,True,High,11.87
91,Bagerhat,2023,21.9829,89.60044,0.289,True,High,11.87
92,Satkhira,2023,22.10417,89.20248,0.289,True,High,10.7
93,Bagerhat,2023,21.97796,89.70015,0.289,True,High,11.87
94,Bagerhat,2023,22.01569,89.58202,0.289,True,High,11.87
95,Satkhira,2023,22.13516,89.15667,0.289,True,High,10.7
96,Bagerhat,2023,21.98874,89.71542,0.289,True,High,11.87
97,Bagerhat,2023,21.99458,89.70015,0.289,True,High,11.87
98,Satkhira,2023,22.1693,89.22359,0.289,True,High,10.7
99,Bagerhat,2023,22.01479,89.81693,0.289,True,High,11.87
100,Khulna,2023,22.08126,89.56136,0.289,True,High,22.68
101,Satkhira,2023,22.194,89.26357,0.289,True,High,10.7
102,Bagerhat,2023,22.13157,89.66332,0.289,True,High,11.87
103,Bagerhat,2023,22.12528,89.70419,0.289,True,High,11.87
104,Khulna,2023,22.19176,89.53172,0.289,True,High,22.68
105,Khulna,2023,22.21646,89.44997,0.289,True,High,22.68
106,Bagerhat,2023,22.15268,89.72979,0.289,True,High,11.87
107,Khulna,2023,22.2232,89.48455,0.289,True,High,22.68
108,Khulna,2023,22.23532,89.44593,0.289,True,High,22.68
109,Bagerhat,2023,22.20074,89.67095,0.289,True,High,11.87
110,Khulna,2023,22.28024,89.50611,0.288,True,High,22.68
111,Khulna,2023,22.33773,89.41628,0.288,True,High,22.68
112,Khulna,2023,22.34896,89.61795,0.288,True,High,22.68
113,Tangail,2023,24.72411,90.05498,0.283,True,High,8.96
114,Khulna,2022,22.05887,89.46577,2.369,True,High,22.68
115,Satkhira,2022,21.99802,89.27887,1.966,True,High,10.7
116,Khulna,2022,22.10489,89.53148,1.617,True,High,22.68
117,Gazipur,2022,24.17461,90.45128,1.477,True,Medium,1.1
118,Satkhira,2022,21.85695,89.1723,1.448,True,High,10.7
119,Satkhira,2022,21.89194,89.16986,1.389,True,High,10.7
120,Khulna,2022,21.82298,89.42308,1.389,True,High,22.68
121,Khulna,2022,22.16991,89.45556,1.27,True,High,22.68
122,Tangail,2022,24.73409,90.11674,1.245,True,High,8.96
123,Bagerhat,2022,22.01872,89.573,1.214,True,High,11.87
124,Khulna,2022,22.21582,89.41889,1.212,True,High,22.68
125,Khulna,2022,21.8258,89.39764,1.158,True,High,22.68
126,Khulna,2022,22.11854,89.52498,1.155,True,High,22.68
127,Khulna,2022,22.02249,89.52581,1.098,True,High,22.68
128,Satkhira,2022,21.87522,89.21718,1.042,True,High,10.7
129,Khulna,2022,22.13748,89.41743,1.04,True,High,22.68
130,Khulna,2022,21.89399,89.45338,0.984,True,High,22.68
131,Satkhira,2022,22.02293,89.10607,0.983,True,High,10.7
132,Khulna,2022,22.36666,89.45496,0.98,True,High,22.68
133,Khulna,2022,21.88268,89.40216,0.926,True,High,22.68
134,Khulna,2022,22.12031,89.44245,0.924,True,High,22.68
135,Satkhira,2022,22.20944,89.25394,0.924,True,High,10.7
136,Satkhira,2022,21.86731,89.25653,0.868,True,High,10.7
137,Khulna,2022,21.93918,89.42032,0.868,True,High,22.68
138,Khulna,2022,22.10941,89.40445,0.867,True,High,22.68
139,Khulna,2022,22.2488,89.43051,0.866,True,High,22.68
140,Satkhira,2022,21.91103,89.04037,0.811,True,High,10.7
141,Khulna,2022,21.89451,89.43771,0.81,True,High,22.68
142,Satkhira,2022,22.12278,89.07839,0.809,True,High,10.7
143,Khulna,2022,22.15101,89.42071,0.809,True,High,22.68
144,Khulna,2022,22.26458,89.45536,0.808,True,High,22.68
145,Satkhira,2022,21.87942,89.11244,0.753,True,High,10.7
146,Khulna,2022,21.84055,89.40301,0.752,True,High,22.68
147,Khulna,2022,22.09191,89.40941,0.751,True,High,22.68
148,Khulna,2022,22.13751,89.31215,0.751,True,High,22.68
149,Satkhira,2022,21.86855,89.11624,0.695,True,High,10.7
150,Satkhira,2022,21.90467,89.17838,0.695,True,High,10.7
151,Khulna,2022,22.01078,89.44301,0.694,True,High,22.68
152,Bagerhat,2022,21.94902,89.70071,0.694,True,High,11.87
153,Khulna,2022,22.08134,89.41868,0.693,True,High,22.68
154,Khulna,2022,22.1066,89.44694,0.693,True,High,22.68
155,Khulna,2022,22.16818,89.414,0.693,True,High,22.68
156,Satkhira,2022,21.87,89.13768,0.637,True,High,10.7
157,Satkhira,2022,22.03333,89.11032,0.636,True,High,10.7
158,Khulna,2022,22.07028,89.48231,0.636,True,High,22.68
159,Satkhira,2022,22.17665,89.19219,0.635,True,High,10.7
160,Khulna,2022,22.14541,89.56602,0.635,True,High,22.68
161,Khulna,2022,22.16256,89.52212,0.635,True,High,22.68
162,Gazipur,2022,24.15049,90.45759,0.625,True,Medium,1.1
163,Tangail,2022,24.73705,90.09908,0.623,True,High,8.96
164,Khulna,2022,21.86746,89.41785,0.579,True,High,22.68
165,Satkhira,2022,21.93416,89.18811,0.579,True,High,10.7
166,Khulna,2022,22.08531,89.39966,0.578,True,High,22.68
167,Khulna,2022,22.07789,89.48994,0.578,True,High,22.68
168,Khulna,2022,22.09564,89.49803,0.578,True,High,22.68
169,Khulna,2022,22.12079,89.41067,0.578,True,High,22.68
170,Khulna,2022,22.10058,89.56675,0.578,True,High,22.68
171,Satkhira,2022,21.67747,89.24151,0.522,True,High,10.7
172,Satkhira,2022,21.76331,89.11001,0.522,True,High,10.7
173,Satkhira,2022,21.78178,89.20508,0.521,True,High,10.7
174,Satkhira,2022,21.81821,89.14469,0.521,True,High,10.7
175,Satkhira,2022,21.87959,89.25274,0.521,True,High,10.7
176,Khulna,2022,21.87535,89.41469,0.521,True,High,22.68
177,Satkhira,2022,21.9572,89.15293,0.521,True,High,10.7
178,Khulna,2022,21.93224,89.44762,0.521,True,High,22.68
179,Satkhira,2022,22.08046,89.0853,0.52,True,High,10.7
180,Khulna,2022,22.00885,89.47258,0.52,True,High,22.68
181,Khulna,2022,22.08895,89.53895,0.52,True,High,22.68
182,Satkhira,2022,22.1678,89.25274,0.52,True,High,10.7
183,Satkhira,2022,22.20423,89.26522,0.52,True,High,10.7
184,Satkhira,2022,22.20249,89.27495,0.52,True,High,10.7
185,Bagerhat,2022,22.20623,89.76677,0.519,True,High,11.87
186,Khulna,2022,22.29232,89.52648,0.519,True,High,22.68
187,Satkhira,2022,21.78892,89.07975,0.464,True,High,10.7
188,Satkhira,2022,21.77095,89.2611,0.463,True,High,10.7
189,Khulna,2022,21.8198,89.33016,0.463,True,High,22.68
190,Khulna,2022,21.82373,89.38967,0.463,True,High,22.68
191,Satkhira,2022,21.88801,89.20916,0.463,True,High,10.7
192,Khulna,2022,21.85741,89.43908,0.463,True,High,22.68
193,Bagerhat,2022,21.98374,89.56231,0.462,True,High,11.87
194,Khulna,2022,22.03455,89.4461,0.462,True,High,22.68
195,Bagerhat,2022,22.00171,89.65944,0.462,True,High,11.87
196,Khulna,2022,22.07498,89.50084,0.462,True,High,22.68
197,Satkhira,2022,22.16846,89.17435,0.462,True,High,10.7
198,Khulna,2022,22.0935,89.56709,0.462,True,High,22.68
199,Khulna,2022,22.22881,89.54154,0.462,True,High,22.68
200,Khulna,2022,22.25688,89.44357,0.462,True,High,22.68
201,Satkhira,2022,21.77211,89.11079,0.406,True,High,10.7
202,Satkhira,2022,21.74677,89.26415,0.406,True,High,10.7
203,Bagerhat,2022,21.72046,89.58305,0.405,True,High,11.87
204,Satkhira,2022,21.86772,89.16341,0.405,True,High,10.7
205,Satkhira,2022,21.85585,89.21185,0.405,True,High,10.7
206,Satkhira,2022,21.88023,89.17303,0.405,True,High,10.7
207,Khulna,2022,21.81318,89.439,0.405,True,High,22.68
208,Bagerhat,2022,21.77789,89.59075,0.405,True,High,11.87
209,Satkhira,2022,21.91007,89.18971,0.405,True,High,10.7
210,Satkhira,2022,21.97071,89.10309,0.405,True,High,10.7
211,Satkhira,2022,21.96269,89.18201,0.405,True,High,10.7
212,Satkhira,2022,21.96493,89.25131,0.405,True,High,10.7
213,Khulna,2022,21.99477,89.34211,0.405,True,High,22.68
214,Satkhira,2022,22.06728,89.23463,0.405,True,High,10.7
215,Satkhira,2022,22.13401,89.11849,0.405,True,High,10.7
216,Satkhira,2022,22.17379,89.24425,0.404,True,High,10.7
217,Khulna,2022,22.17604,89.39119,0.404,True,High,22.68
218,Khulna,2022,22.16224,89.46145,0.404,True,High,22.68
219,Khulna,2022,22.2001,89.49546,0.404,True,High,22.68
220,Bagerhat,2022,22.19432,89.57663,0.404,True,High,11.87
221,Khulna,2022,22.34126,89.40659,0.404,True,High,22.68
222,Gazipur,2022,24.09971,90.39955,0.398,True,Medium,1.1
223,Gazipur,2022,24.15586,90.44479,0.398,True,Medium,1.1
224,Satkhira,2022,21.72875,89.12149,0.348,True,High,10.7
225,Satkhira,2022,21.7396,89.14095,0.348,True,High,10.7
226,Satkhira,2022,21.77441,89.09416,0.348,True,High,10.7
227,Satkhira,2022,21.77067,89.21394,0.348,True,High,10.7
228,Satkhira,2022,21.82719,89.22105,0.347,True,High,10.7
229,Bagerhat,2022,21.74073,89.58711,0.347,True,High,11.87
230,Satkhira,2022,21.85152,89.21506,0.347,True,High,10.7
231,Bagerhat,2022,21.76805,89.63427,0.347,True,High,11.87
232,Satkhira,2022,21.90654,89.13758,0.347,True,High,10.7
233,Satkhira,2022,21.88408,89.21993,0.347,True,High,10.7
234,Khulna,2022,21.91777,89.41082,0.347,True,High,22.68
235,Khulna,2022,21.91777,89.46921,0.347,True,High,22.68
236,Satkhira,2022,22.01471,89.1417,0.347,True,High,10.7
237,Khulna,2022,21.9421,89.41157,0.347,True,High,22.68
238,Satkhira,2022,22.00947,89.20383,0.347,True,High,10.7
239,Khulna,2022,21.95557,89.46921,0.347,True,High,22.68
240,Bagerhat,2022,21.90542,89.69229,0.347,True,High,11.87
241,Khulna,2022,21.97803,89.47333,0.347,True,High,22.68
242,Satkhira,2022,22.0892,89.10539,0.347,True,High,10.7
243,Khulna,2022,22.05776,89.2989,0.347,True,High,22.68
244,Khulna,2022,22.0237,89.44787,0.347,True,High,22.68
245,Bagerhat,2022,21.98739,89.59535,0.347,True,High,11.87
246,Bagerhat,2022,21.98514,89.60695,0.347,True,High,11.87
247,Satkhira,2022,22.13786,89.16341,0.347,True,High,10.7
248,Satkhira,2022,22.14347,89.1825,0.347,True,High,10.7
249,Satkhira,2022,22.15096,89.17314,0.347,True,High,10.7
250,Khulna,2022,22.10567,89.39061,0.347,True,High,22.68
251,Khulna,2022,22.07797,89.54257,0.347,True,High,22.68
252,Khulna,2022,22.11315,89.42916,0.347,True,High,22.68
253,Khulna,2022,22.11353,89.47782,0.347,True,High,22.68
254,Khulna,2022,22.09219,89.55679,0.347,True,High,22.68
255,Satkhira,2022,22.1708,89.28655,0.347,True,High,10.7
256,Cox's Bazar,2022,21.6771,92.06871,0.347,True,Medium,1.81
257,Khulna,2022,22.14871,89.42991,0.347,True,High,22.68
258,Khulna,2022,22.14721,89.44675,0.347,True,High,22.68
259,Khulna,2022,22.12476,89.57701,0.347,True,High,22.68
260,Khulna,2022,22.15395,89.52311,0.346,True,High,22.68
261,Khulna,2022,22.16032,89.5508,0.346,True,High,22.68
262,Bagerhat,2022,22.13935,89.64812,0.346,True,High,11.87
263,Khulna,2022,22.17529,89.54257,0.346,True,High,22.68
264,Khulna,2022,22.24341,89.49167,0.346,True,High,22.68
265,Bagerhat,2022,22.25576,89.70314,0.346,True,High,11.87
266,Khulna,2022,22.30854,89.5276,0.346,True,High,22.68
267,Bagerhat,2022,22.25127,89.80271,0.346,True,High,11.87
268,Gazipur,2022,24.14821,90.46858,0.341,True,Medium,1.1
269,Satkhira,2022,21.67478,89.27255,0.29,True,High,10.7
270,Satkhira,2022,21.75383,89.26402,0.29,True,High,10.7
271,Satkhira,2022,21.80728,89.16026,0.29,True,High,10.7
272,Satkhira,2022,21.88543,89.05471,0.29,True,High,10.7
273,Satkhira,2022,21.8504,89.26537,0.289,True,High,10.7
274,Satkhira,2022,21.87735,89.18003,0.289,True,High,10.7
275,Satkhira,2022,21.91552,89.05336,0.289,True,High,10.7
276,Khulna,2022,21.80458,89.45356,0.289,True,High,22.68
277,Khulna,2022,21.84186,89.42616,0.289,True,High,22.68
278,Bagerhat,2022,21.81357,89.58067,0.289,True,High,11.87
279,Khulna,2022,21.86477,89.44907,0.289,True,High,22.68
280,Khulna,2022,21.8742,89.44009,0.289,True,High,22.68
281,Khulna,2022,21.87824,89.432,0.289,True,High,22.68
282,Satkhira,2022,21.96044,89.16296,0.289,True,High,10.7
283,Satkhira,2022,21.91148,89.34621,0.289,True,High,10.7
284,Satkhira,2022,21.9308,89.34621,0.289,True,High,10.7
285,Khulna,2022,21.91867,89.4841,0.289,True,High,22.68
286,Bagerhat,2022,21.88094,89.64176,0.289,True,High,11.87
287,Bagerhat,2022,21.91867,89.58786,0.289,True,High,11.87
288,Khulna,2022,21.95325,89.50027,0.289,True,High,22.68
289,Satkhira,2022,22.03545,89.22314,0.289,True,High,10.7
290,Khulna,2022,21.97212,89.48006,0.289,True,High,22.68
291,Satkhira,2022,22.08576,89.1149,0.289,True,High,10.7
292,Satkhira,2022,22.09743,89.07313,0.289,True,High,10.7
293,Cox's Bazar,2022,21.53239,92.15974,0.289,True,Medium,1.81
294,Bagerhat,2022,21.91597,89.76034,0.289,True,High,11.87
295,Bagerhat,2022,21.9016,89.81963,0.289,True,High,11.87
296,Satkhira,2022,22.10597,89.0866,0.289,True,High,10.7
297,Khulna,2022,22.01703,89.46794,0.289,True,High,22.68
298,Bagerhat,2022,21.9281,89.82097,0.289,True,High,11.87
299,Khulna,2022,22.06509,89.30309,0.289,True,High,22.68
300,Bagerhat,2022,21.95415,89.72306,0.289,True,High,11.87
301,Khulna,2022,22.04533,89.39877,0.289,True,High,22.68
302,Satkhira,2022,22.12034,89.14993,0.289,True,High,10.7
303,Bagerhat,2022,21.99278,89.62784,0.289,True,High,11.87
304,Khulna,2022,22.07453,89.34352,0.289,True,High,22.68
305,Satkhira,2022,22.14639,89.12298,0.289,True,High,10.7
306,Satkhira,2022,22.14549,89.16206,0.289,True,High,10.7
307,Satkhira,2022,22.1437,89.17553,0.289,True,High,10.7
308,Khulna,2022,22.10103,89.33274,0.289,True,High,22.68
309,Satkhira,2022,22.15717,89.14724,0.289,True,High,10.7
310,Khulna,2022,22.08441,89.40685,0.289,True,High,22.68
311,Bagerhat,2022,22.03006,89.6485,0.289,True,High,11.87
312,Bagerhat,2022,22.0597,89.59729,0.289,True,High,11.87
313,Satkhira,2022,22.15448,89.26492,0.289,True,High,10.7
314,Bagerhat,2022,22.07318,89.60313,0.289,True,High,11.87
315,Khulna,2022,22.12304,89.48366,0.289,True,High,22.68
316,Satkhira,2022,22.1967,89.24964,0.289,True,High,10.7
317,Bagerhat,2022,22.10192,89.60852,0.289,True,High,11.87
318,Bagerhat,2022,22.11585,89.61032,0.289,True,High,11.87
319,Khulna,2022,22.19265,89.43739,0.289,True,High,22.68
320,Khulna,2022,22.18726,89.4576,0.289,True,High,22.68
321,Khulna,2022,22.22724,89.41134,0.289,True,High,22.68
322,Khulna,2022,22.24745,89.39742,0.289,True,High,22.68
323,Khulna,2022,22.2735,89.4621,0.289,True,High,22.68
324,Bagerhat,2022,22.2205,89.69206,0.289,True,High,11.87
325,Khulna,2022,22.28518,89.45985,0.288,True,High,22.68
326,Khulna,2022,22.31033,89.39966,0.288,True,High,22.68
327,Khulna,2022,22.36109,89.50791,0.288,True,High,22.68
328,Tangail,2022,24.6765,90.05858,0.283,True,High,8.96
329,Tangail,2022,24.7286,90.08508,0.283,True,High,8.96
330,Khulna,2021,22.13417,89.36674,2.888,True,High,22.68
331,Khulna,2021,22.08818,89.35376,1.445,True,High,22.68
332,Khulna,2021,21.82221,89.43234,1.158,True,High,22.68
333,Tangail,2021,24.74117,90.13943,1.132,True,High,8.96
334,Khulna,2021,21.86848,89.40973,1.1,True,High,22.68
335,Satkhira,2021,22.18053,89.15786,0.982,True,High,10.7
336,Satkhira,2021,22.01687,89.24285,0.925,True,High,10.7
337,Khulna,2021,21.93542,89.46803,0.81,True,High,22.68
338,Satkhira,2021,22.12534,89.09667,0.809,True,High,10.7
339,Satkhira,2021,22.05511,89.22456,0.752,True,High,10.7
340,Khulna,2021,22.0596,89.35326,0.751,True,High,22.68
341,Khulna,2021,22.08327,89.36294,0.751,True,High,22.68
342,Bagerhat,2021,22.15893,89.66387,0.75,True,High,11.87
343,Satkhira,2021,21.9945,89.19616,0.694,True,High,10.7
344,Khulna,2021,21.96343,89.45629,0.694,True,High,22.68
345,Khulna,2021,22.07217,89.42055,0.693,True,High,22.68
346,Bagerhat,2021,22.05794,89.61331,0.693,True,High,11.87
347,Khulna,2021,22.15096,89.4329,0.693,True,High,22.68
348,Khulna,2021,22.16125,89.40352,0.693,True,High,22.68
349,Khulna,2021,22.18914,89.39678,0.693,True,High,22.68
350,Gazipur,2021,24.03536,90.38306,0.683,True,Medium,1.1
351,Satkhira,2021,21.93533,89.16096,0.637,True,High,10.7
352,Khulna,2021,21.87735,89.4229,0.637,True,High,22.68
353,Khulna,2021,21.91307,89.43882,0.636,True,High,22.68
354,Khulna,2021,21.99515,89.37737,0.636,True,High,22.68
355,Bagerhat,2021,22.08212,89.72832,0.635,True,High,11.87
356,Satkhira,2021,21.88476,89.23527,0.579,True,High,10.7
357,Bagerhat,2021,21.929,89.7545,0.578,True,High,11.87
358,Khulna,2021,22.06959,89.34689,0.578,True,High,22.68
359,Satkhira,2021,22.15672,89.16565,0.578,True,High,10.7
360,Bagerhat,2021,22.06464,89.60605,0.578,True,High,11.87
361,Khulna,2021,22.14123,89.42392,0.578,True,High,22.68
362,Cox's Bazar,2021,21.08882,92.18649,0.522,True,Medium,1.81
363,Khulna,2021,21.76605,89.44089,0.521,True,High,22.68
364,Khulna,2021,21.84017,89.44787,0.521,True,High,22.68
365,Satkhira,2021,21.93673,89.31163,0.521,True,High,10.7
366,Khulna,2021,21.97891,89.4072,0.52,True,High,22.68
367,Khulna,2021,22.00161,89.40396,0.52,True,High,22.68
368,Khulna,2021,22.12987,89.39173,0.52,True,High,22.68
369,Bagerhat,2021,22.31028,89.68742,0.519,True,High,11.87
370,Gazipur,2021,24.03655,90.40508,0.512,True,Medium,1.1
371,Satkhira,2021,21.8591,89.1213,0.463,True,High,10.7
372,Khulna,2021,21.95707,89.44806,0.463,True,High,22.68
373,Satkhira,2021,22.06375,89.23303,0.463,True,High,10.7
374,Khulna,2021,22.04185,89.43655,0.462,True,High,22.68
375,Bagerhat,2021,21.96774,89.78324,0.462,True,High,11.87
376,Satkhira,2021,22.19541,89.14937,0.462,True,High,10.7
377,Khulna,2021,22.1227,89.55951,0.462,True,High,22.68
378,Bagerhat,2021,22.22629,89.63221,0.462,True,High,11.87
379,Satkhira,2021,21.852,89.20511,0.405,True,High,10.7
380,Satkhira,2021,21.9059,89.05015,0.405,True,High,10.7
381,Satkhira,2021,21.89531,89.22629,0.405,True,High,10.7
382,Satkhira,2021,21.8921,89.25228,0.405,True,High,10.7
383,Khulna,2021,21.86034,89.44862,0.405,True,High,22.68
384,Satkhira,2021,21.94761,89.29655,0.405,True,High,10.7
385,Khulna,2021,22.00247,89.39376,0.405,True,High,22.68
386,Khulna,2021,22.0291,89.41269,0.405,True,High,22.68
387,Satkhira,2021,22.12278,89.10919,0.405,True,High,10.7
388,Khulna,2021,22.06695,89.39953,0.405,True,High,22.68
389,Bagerhat,2021,22.01049,89.6639,0.405,True,High,11.87
390,Khulna,2021,22.13722,89.30585,0.404,True,High,22.68
391,Bagerhat,2021,22.05797,89.64112,0.404,True,High,11.87
392,Bagerhat,2021,22.06246,89.7287,0.404,True,High,11.87
393,Bagerhat,2021,22.12342,89.64657,0.404,True,High,11.87
394,Bagerhat,2021,22.13818,89.6193,0.404,True,High,11.87
395,Bagerhat,2021,22.13625,89.66999,0.404,True,High,11.87
396,Bagerhat,2021,22.1924,89.65523,0.404,True,High,11.87
397,Khulna,2021,22.2848,89.45375,0.404,True,High,22.68
398,Chittagong,2021,21.94761,92.064,0.404,True,Low,-1.19
399,Gazipur,2021,24.14142,90.40789,0.398,True,Medium,1.1
400,Tangail,2021,24.73238,90.05755,0.396,True,High,8.96
401,Satkhira,2021,21.92825,89.09603,0.347,True,High,10.7
402,Khulna,2021,21.88333,89.41531,0.347,True,High,22.68
403,Khulna,2021,21.98028,89.41568,0.347,True,High,22.68
404,Satkhira,2021,22.02781,89.26334,0.347,True,High,10.7
405,Khulna,2021,22.01396,89.37638,0.347,True,High,22.68
406,Satkhira,2021,22.10978,89.11624,0.347,True,High,10.7
407,Khulna,2021,22.03829,89.40071,0.347,True,High,22.68
408,Bagerhat,2021,21.95033,89.74731,0.347,True,High,11.87
409,Khulna,2021,22.04279,89.40558,0.347,True,High,22.68
410,Khulna,2021,22.03567,89.45087,0.347,True,High,22.68
411,Khulna,2021,22.07348,89.4082,0.347,True,High,22.68
412,Bagerhat,2021,22.05701,89.6339,0.347,True,High,11.87
413,Bagerhat,2021,22.07984,89.63352,0.347,True,High,11.87
414,Khulna,2021,22.17416,89.41044,0.346,True,High,22.68
415,Khulna,2021,22.18202,89.40707,0.346,True,High,22.68
416,Khulna,2021,22.22357,89.42916,0.346,True,High,22.68
417,Bagerhat,2021,22.21758,89.81468,0.346,True,High,11.87
418,Tangail,2021,24.73137,90.1261,0.34,True,High,8.96
419,Satkhira,2021,21.89935,89.27659,0.289,True,High,10.7
420,Khulna,2021,21.88902,89.39652,0.289,True,High,22.68
421,Bagerhat,2021,21.86881,89.58292,0.289,True,High,11.87
422,Khulna,2021,21.91912,89.41763,0.289,True,High,22.68
423,Satkhira,2021,21.97616,89.21506,0.289,True,High,10.7
424,Khulna,2021,21.92406,89.43919,0.289,True,High,22.68
425,Khulna,2021,21.92496,89.46838,0.289,True,High,22.68
