rank,district,loss_year,lat,lon,area_km2,in_protected,risk_tier,projected_loss_pct
3037,Naogaon,2022,24.65,88.65226,0.284,False,High,22.41
3038,Tangail,2022,24.33963,90.01411,0.284,False,High,8.96
3039,Gazipur,2022,24.27315,90.42644,0.284,False,Medium,1.1
3040,Tangail,2022,24.35715,89.97638,0.284,False,High,8.96
3041,Gazipur,2022,24.27136,90.44351,0.284,False,Medium,1.1
3042,Kishoreganj,2022,24.21072,90.85493,0.284,False,High,12.02
3043,Tangail,2022,24.34592,90.05903,0.284,False,High,8.96
3044,Gazipur,2022,24.29786,90.44755,0.284,False,Medium,1.1
3045,Gazipur,2022,24.3028,90.43722,0.284,False,Medium,1.1
3046,Tangail,2022,24.39398,90.01501,0.284,False,High,8.96
3047,Gazipur,2022,24.31537,90.45878,0.284,False,Medium,1.1
3048,Mymensingh,2022,24.34861,90.27507,0.284,False,Low,-5.83
3049,Habiganj,2022,24.23587,91.24346,0.284,False,Low,-1.01
3050,Mymensingh,2022,24.35265,90.44036,0.284,False,Low,-5.83
3051,Mymensingh,2022,24.39892,90.26699,0.284,False,Low,-5.83
3052,Tangail,2022,24.4353,90.16054,0.284,False,High,8.96
3053,Tangail,2022,24.44788,90.11697,0.284,False,High,8.96
3054,Nawabganj,2022,24.93925,88.19951,0.284,False,High,38.19
3055,Bogra,2022,24.59071,89.58831,0.284,False,High,39.64
3056,Naogaon,2022,24.81439,88.72593,0.283,False,High,22.41
3057,Tangail,2022,24.49683,90.12056,0.283,False,High,8.96
3058,Naogaon,2022,24.77621,88.88358,0.283,False,High,22.41
3059,Tangail,2022,24.51705,90.03837,0.283,False,High,8.96
3060,Bogra,2022,24.66796,89.50566,0.283,False,High,39.64
3061,Bogra,2022,24.6729,89.53755,0.283,False,High,39.64
3062,Maulvibazar,2022,24.34547,91.68767,0.283,False,Medium,1.33
3063,Tangail,2022,24.60328,90.11966,0.283,False,High,8.96
3064,Maulvibazar,2022,24.38993,91.76313,0.283,False,Medium,1.33
3065,Tangail,2022,24.61811,90.09182,0.283,False,High,8.96
3066,Maulvibazar,2022,24.39982,91.99984,0.283,False,Medium,1.33
3067,Mymensingh,2022,24.62125,90.25845,0.283,False,Low,-5.83
3068,Mymensingh,2022,24.64685,90.17266,0.283,False,Low,-5.83
3069,Mymensingh,2022,24.65179,90.16682,0.283,False,Low,-5.83
3070,Kishoreganj,2022,24.55792,90.83382,0.283,False,High,12.02
3071,Maulvibazar,2022,24.45461,91.95043,0.283,False,Medium,1.33
3072,Jamalpur,2022,24.80001,89.77606,0.283,False,High,16.99
3073,Mymensingh,2022,24.7259,90.23195,0.283,False,Low,-5.83
3074,Maulvibazar,2022,24.51255,92.02499,0.283,False,Medium,1.33
3075,Mymensingh,2022,24.70884,90.40263,0.283,False,Low,-5.83
3076,Mymensingh,2022,24.75869,90.11337,0.283,False,Low,-5.83
3077,Maulvibazar,2022,24.53411,92.00343,0.283,False,Medium,1.33
3078,Maulvibazar,2022,24.55747,91.7016,0.283,False,Medium,1.33
3079,Bogra,2022,24.9433,89.32061,0.283,False,High,39.64
3080,Jamalpur,2022,24.8611,89.73339,0.283,False,High,16.99
3081,Netrakona,2022,24.66976,90.83293,0.283,False,High,50.49
3082,Netrakona,2022,24.6985,90.69728,0.283,False,High,50.49
3083,Mymensingh,2022,24.74612,90.53468,0.283,False,Low,-5.83
3084,Mymensingh,2022,24.75645,90.65461,0.283,False,Low,-5.83
3085,Joypurhat,2022,25.09601,88.99048,0.283,False,High,30.07
3086,Joypurhat,2022,25.10275,88.99946,0.283,False,High,30.07
3087,Mymensingh,2022,24.83595,90.2625,0.283,False,Low,-5.83
3088,Mymensingh,2022,24.85436,90.24318,0.283,False,Low,-5.83
3089,Sunamganj,2022,24.68817,91.61715,0.283,False,High,31.03
3090,Sylhet,2022,24.67695,91.82871,0.283,False,High,13.59
3091,Sherpur,2022,24.93072,90.1273,0.283,False,High,31.78
3092,Sylhet,2022,24.71333,91.92752,0.282,False,High,13.59
3093,Sylhet,2022,24.71692,92.00792,0.282,False,High,13.59
3094,Sherpur,2022,24.99809,89.92742,0.282,False,High,31.78
3095,Sunamganj,2022,24.78519,91.3526,0.282,False,High,31.03
3096,Gaibandha,2022,25.11532,89.39921,0.282,False,High,42.66
3097,Maulvibazar,2022,24.74207,92.09685,0.282,False,Medium,1.33
3098,Mymensingh,2022,24.9159,90.50639,0.282,False,Low,-5.83
3099,Joypurhat,2022,25.22312,88.99991,0.282,False,High,30.07
3100,Sylhet,2022,24.7551,91.97334,0.282,False,High,13.59
3101,Gaibandha,2022,25.14362,89.36014,0.282,False,High,42.66
3102,Jamalpur,2022,25.04166,89.8596,0.282,False,High,16.99
3103,Sylhet,2022,24.76947,91.95312,0.282,False,High,13.59
3104,Netrakona,2022,24.88491,90.90614,0.282,False,High,50.49
3105,Sylhet,2022,24.7798,91.95402,0.282,False,High,13.59
3106,Sylhet,2022,24.81439,91.69576,0.282,False,High,13.59
3107,Sunamganj,2022,24.82068,91.64006,0.282,False,High,31.03
3108,Sylhet,2022,24.78968,92.0982,0.282,False,High,13.59
3109,Sylhet,2022,24.80361,91.91315,0.282,False,High,13.59
3110,Sunamganj,2022,24.83685,91.51475,0.282,False,High,31.03
3111,Maulvibazar,2022,24.79328,92.21274,0.282,False,Medium,1.33
3112,Sylhet,2022,24.81529,91.89743,0.282,False,High,13.59
3113,Sylhet,2022,24.83325,91.71597,0.282,False,High,13.59
3114,Sylhet,2022,24.8355,91.70788,0.282,False,High,13.59
3115,Sylhet,2022,24.84807,91.87722,0.282,False,High,13.59
3116,Gaibandha,2022,25.22716,89.38933,0.282,False,High,42.66
3117,Sunamganj,2022,24.8876,91.56505,0.282,False,High,31.03
3118,Sylhet,2022,24.85032,92.13324,0.282,False,High,13.59
3119,Gaibandha,2022,25.23435,89.44054,0.282,False,High,42.66
3120,Sherpur,2022,25.11981,90.02444,0.282,False,High,31.78
3121,Sunamganj,2022,24.90871,91.51475,0.282,False,High,31.03
3122,Sunamganj,2022,24.9123,91.52103,0.282,False,High,31.03
3123,Sylhet,2022,24.90152,91.8058,0.282,False,High,13.59
3124,Sunamganj,2022,24.92488,91.55068,0.282,False,High,31.03
3125,Jamalpur,2022,25.17686,89.86858,0.282,False,High,16.99
3126,Dinajpur,2022,25.37134,88.98599,0.282,False,High,39.31
3127,Sylhet,2022,24.90467,92.16153,0.282,False,High,13.59
3128,Sylhet,2022,24.90781,92.22576,0.282,False,High,13.59
3129,Sylhet,2022,24.91814,92.13683,0.282,False,High,13.59
3130,Rangpur,2022,25.33721,89.24605,0.282,False,High,75.35
3131,Dinajpur,2022,25.36191,89.16386,0.282,False,High,39.31
3132,Sylhet,2022,24.92892,92.26215,0.282,False,High,13.59
3133,Gaibandha,2022,25.339,89.40999,0.282,False,High,42.66
3134,Jamalpur,2022,25.25771,89.84119,0.282,False,High,16.99
3135,Sylhet,2022,24.97114,92.23475,0.282,False,High,13.59
3136,Jamalpur,2022,25.26983,89.85691,0.282,False,High,16.99
3137,Rangpur,2022,25.39245,89.35205,0.282,False,High,75.35
3138,Rangpur,2022,25.41626,89.29501,0.282,False,High,75.35
3139,Sunamganj,2022,25.08209,91.54754,0.282,False,High,31.03
3140,Rangpur,2022,25.47959,89.28198,0.282,False,High,75.35
3141,Sunamganj,2022,25.13598,91.47432,0.282,False,High,31.03
3142,Dinajpur,2022,25.69833,88.55884,0.282,False,High,39.31
3143,Sylhet,2022,25.15171,91.90327,0.282,False,High,13.59
3144,Rangpur,2022,25.54472,89.29591,0.282,False,High,75.35
3145,Thakurgaon,2022,25.7931,88.33696,0.281,False,High,14.28
3146,Rangpur,2022,25.58245,89.19934,0.281,False,High,75.35
3147,Gaibandha,2022,25.54337,89.40101,0.281,False,High,42.66
3148,Dinajpur,2022,25.80568,88.39445,0.281,False,High,39.31
3149,Rangpur,2022,25.61838,89.17194,0.281,False,High,75.35
3150,Rangpur,2022,25.65072,89.06414,0.281,False,High,75.35
3151,Rangpur,2022,25.59727,89.30085,0.281,False,High,75.35
3152,Rangpur,2022,25.64084,89.14364,0.281,False,High,75.35
3153,Rangpur,2022,25.60895,89.36463,0.281,False,High,75.35
3154,Dinajpur,2022,25.80209,88.74749,0.281,False,High,39.31
3155,Rangpur,2022,25.68755,89.35385,0.281,False,High,75.35
3156,Rangpur,2022,25.73875,89.27255,0.281,False,High,75.35
3157,Rangpur,2022,25.7702,89.14948,0.281,False,High,75.35
3158,Rangpur,2022,25.78681,89.08615,0.281,False,High,75.35
3159,Thakurgaon,2022,25.97905,88.37558,0.281,False,High,14.28
3160,Rangpur,2022,25.74055,89.43874,0.281,False,High,75.35
3161,Rangpur,2022,25.77109,89.4311,0.281,False,High,75.35
3162,Rangpur,2022,25.8488,89.1158,0.281,False,High,75.35
3163,Kurigram,2022,25.73426,89.65209,0.281,False,High,35.15
3164,Kurigram,2022,25.75627,89.56944,0.281,False,High,35.15
3165,Kurigram,2022,25.76705,89.51689,0.281,False,High,35.15
3166,Rangpur,2022,25.85464,89.12029,0.281,False,High,75.35
3167,Rangpur,2022,25.79849,89.38799,0.281,False,High,75.35
3168,Dinajpur,2022,25.97187,88.65541,0.281,False,High,39.31
3169,Thakurgaon,2022,26.03834,88.40882,0.281,False,High,14.28
3170,Rangpur,2022,25.80298,89.39023,0.281,False,High,75.35
3171,Nilphamari,2022,25.87395,89.09603,0.281,False,High,14.39
3172,Dinajpur,2022,26.0334,88.59522,0.281,False,High,39.31
3173,Thakurgaon,2022,26.04733,88.58579,0.281,False,High,14.28
3174,Nilphamari,2022,25.92875,89.07313,0.281,False,High,14.39
3175,Kurigram,2022,25.82005,89.58741,0.281,False,High,35.15
3176,Nilphamari,2022,25.93279,89.11445,0.281,False,High,14.39
3177,Lalmonirhat,2022,25.91617,89.2712,0.281,False,High,33.32
3178,Thakurgaon,2022,26.11784,88.45464,0.281,False,High,14.28
3179,Kurigram,2022,25.86272,89.56136,0.281,False,High,35.15
3180,Lalmonirhat,2022,25.90629,89.40146,0.281,False,High,33.32
3181,Lalmonirhat,2022,25.93818,89.30444,0.281,False,High,33.32
3182,Lalmonirhat,2022,25.94267,89.28333,0.281,False,High,33.32
3183,Nilphamari,2022,26.00331,89.08435,0.281,False,High,14.39
3184,Kurigram,2022,25.89057,89.63278,0.281,False,High,35.15
3185,Lalmonirhat,2022,25.97681,89.27614,0.281,False,High,33.32
3186,Lalmonirhat,2022,25.98938,89.24381,0.28,False,High,33.32
3187,Panchagarh,2022,26.20992,88.41691,0.28,False,High,16.31
3188,Kurigram,2022,25.91797,89.68084,0.28,False,High,35.15
3189,Kurigram,2022,25.93144,89.61211,0.28,False,High,35.15
3190,Lalmonirhat,2022,26.01633,89.28019,0.28,False,High,33.32
3191,Lalmonirhat,2022,26.07562,89.1688,0.28,False,High,33.32
3192,Lalmonirhat,2022,26.07472,89.24964,0.28,False,High,33.32
3193,Panchagarh,2022,26.26112,88.49371,0.28,False,High,16.31
3194,Kurigram,2022,26.01094,89.69745,0.28,False,High,35.15
3195,Kurigram,2022,26.0316,89.77651,0.28,False,High,35.15
3196,Panchagarh,2022,26.35904,88.46227,0.28,False,High,16.31
3197,Kurigram,2022,26.09134,89.67275,0.28,False,High,35.15
3198,Kurigram,2022,26.09269,89.71497,0.28,False,High,35.15
3199,Panchagarh,2022,26.35635,88.58669,0.28,False,High,16.31
3200,Lalmonirhat,2022,26.249,89.08705,0.28,False,High,33.32
3201,Panchagarh,2022,26.34916,88.67652,0.28,False,High,16.31
3202,Kurigram,2022,26.13087,89.73473,0.28,False,High,35.15
3203,Kurigram,2022,26.16231,89.61256,0.28,False,High,35.15
3204,Kurigram,2022,26.16905,89.65613,0.28,False,High,35.15
3205,Kurigram,2022,26.1686,89.6741,0.28,False,High,35.15
3206,Panchagarh,2022,26.48301,88.40208,0.28,False,High,16.31
3207,Panchagarh,2022,26.48166,88.43397,0.28,False,High,16.31
3208,Lalmonirhat,2022,26.39767,89.07447,0.28,False,High,33.32
3209,Panchagarh,2022,26.57553,88.39445,0.28,False,High,16.31
3210,Khulna,2021,22.943,89.70585,10.447,False,High,22.68
3211,Khulna,2021,22.95854,89.68956,4.247,False,High,22.68
3212,Dhaka,2021,23.70338,90.31774,2.452,False,Low,-5.31
3213,Khulna,2021,22.8857,89.49987,2.24,False,High,22.68
3214,Khulna,2021,22.89122,89.44243,1.896,False,High,22.68
3215,Khulna,2021,22.92129,89.4955,1.838,False,High,22.68
3216,Manikganj,2021,23.87321,90.0598,1.595,False,High,10.22
3217,Khulna,2021,22.86059,89.42292,1.552,False,High,22.68
3218,Gopalganj,2021,23.13456,89.99798,1.49,False,Low,-0.76
3219,Noakhali,2021,23.03963,91.10817,1.374,False,High,17.85
3220,Nilphamari,2021,26.08234,89.03462,1.29,False,High,14.39
3221,Gopalganj,2021,23.0376,89.78324,1.262,False,Low,-0.76
3222,Dhaka,2021,23.76228,90.30325,1.254,False,Low,-5.31
3223,Manikganj,2021,23.85619,90.05468,1.254,False,High,10.22
3224,Bogra,2021,25.00573,89.33592,1.244,False,High,39.64
3225,Khulna,2021,22.90592,89.46028,1.206,False,High,22.68
3226,Khulna,2021,22.91939,89.63941,1.206,False,High,22.68
3227,Gopalganj,2021,22.94623,90.03285,1.205,False,Low,-0.76
3228,Narayanganj,2021,23.69665,90.58125,1.197,False,High,31.57
3229,Dhaka,2021,23.83279,90.31015,1.196,False,Low,-5.31
3230,Mymensingh,2021,24.56267,90.5405,1.189,False,Low,-5.83
3231,Thakurgaon,2021,25.79913,88.27546,1.182,False,High,14.28
3232,Tangail,2021,24.61485,89.96571,1.133,False,High,8.96
3233,Barisal,2021,22.93618,90.22791,1.09,False,High,9.66
3234,Tangail,2021,24.48778,90.14021,1.077,False,High,8.96
3235,Kurigram,2021,25.7706,89.51091,1.067,False,High,35.15
3236,Noakhali,2021,22.93773,91.13009,1.031,False,High,17.85
3237,Netrakona,2021,24.63068,90.82554,1.019,False,High,50.49
3238,Rangpur,2021,25.69855,89.1911,1.012,False,High,75.35
3239,Barisal,2021,22.74845,90.37574,0.976,False,High,9.66
3240,Gopalganj,2021,22.96431,89.8629,0.975,False,Low,-0.76
3241,Faridpur,2021,23.34015,89.65101,0.973,False,High,8.19
3242,Faridpur,2021,23.4424,89.67016,0.972,False,High,8.19
3243,Manikganj,2021,23.94281,89.99686,0.968,False,High,10.22
3244,Rajshahi,2021,24.30333,88.7338,0.968,False,Low,-20.24
3245,Gazipur,2021,24.20544,90.43809,0.966,False,Medium,1.1
3246,Kurigram,2021,25.97366,89.58614,0.953,False,High,35.15
3247,Bagerhat,2021,22.61298,89.67657,0.921,False,High,11.87
3248,Gopalganj,2021,22.94424,90.01849,0.918,False,Low,-0.76
3249,Jessore,2021,23.24363,89.00578,0.918,False,High,7.75
3250,Narail,2021,23.25682,89.44076,0.917,False,Low,-8.78
3251,Rajshahi,2021,24.44063,88.72941,0.91,False,Low,-20.24
3252,Mymensingh,2021,24.54969,90.54625,0.906,False,Low,-5.83
3253,Maulvibazar,2021,24.52752,92.03942,0.905,False,Medium,1.33
3254,Joypurhat,2021,25.16729,89.06698,0.904,False,High,30.07
3255,Sherpur,2021,25.16041,90.22468,0.902,False,High,31.78
3256,Patuakhali,2021,22.3527,90.32328,0.864,False,High,12.98
3257,Khulna,2021,22.89663,89.42886,0.862,False,High,22.68
3258,Gopalganj,2021,23.12555,89.84089,0.86,False,Low,-0.76
3259,Dhaka,2021,23.6623,90.07265,0.856,False,Low,-5.31
3260,Rajshahi,2021,24.39263,88.42499,0.854,False,Low,-20.24
3261,Tangail,2021,24.43141,90.15006,0.851,False,High,8.96
3262,Bogra,2021,24.84268,89.44398,0.849,False,High,39.64
3263,Jamalpur,2021,25.0731,89.90691,0.847,False,High,16.99
3264,Sylhet,2021,24.81918,92.08892,0.847,False,High,13.59
3265,Narail,2021,23.00457,89.7186,0.803,False,Low,-8.78
3266,Noakhali,2021,22.9526,91.1397,0.802,False,High,17.85
3267,Gopalganj,2021,23.20685,89.81597,0.802,False,Low,-0.76
3268,Faridpur,2021,23.53666,89.67529,0.8,False,High,8.19
3269,Tangail,2021,24.59491,90.12043,0.793,False,High,8.96
3270,Maulvibazar,2021,24.71025,92.1888,0.791,False,Medium,1.33
3271,Jamalpur,2021,25.11481,89.90131,0.79,False,High,16.99
3272,Thakurgaon,2021,25.78438,88.27423,0.788,False,High,14.28
3273,Thakurgaon,2021,25.89811,88.35845,0.787,False,High,14.28
3274,Rangpur,2021,25.65284,89.45199,0.787,False,High,75.35
3275,Rangpur,2021,25.6854,89.40403,0.787,False,High,75.35
3276,Rangpur,2021,25.82705,89.25725,0.786,False,High,75.35
3277,Rangpur,2021,25.83747,89.26992,0.786,False,High,75.35
3278,Jessore,2021,22.96448,89.01415,0.747,False,High,7.75
3279,Khulna,2021,22.92388,89.45899,0.747,False,High,22.68
3280,Jessore,2021,23.14432,89.05146,0.746,False,High,7.75
3281,Barisal,2021,22.83785,90.37838,0.746,False,High,9.66
3282,Madaripur,2021,23.14449,90.04168,0.745,False,High,3.68
3283,Shariatpur,2021,23.38963,90.45871,0.743,False,High,11.14
3284,Faridpur,2021,23.5648,89.71708,0.743,False,High,8.19
3285,Faridpur,2021,23.52023,90.02233,0.743,False,High,8.19
3286,Munshiganj,2021,23.57948,90.38546,0.742,False,High,11.83
3287,Dhaka,2021,23.83533,90.21564,0.741,False,Low,-5.31
3288,Brahamanbaria,2021,23.79525,91.22642,0.74,False,High,11.9
3289,Dhaka,2021,23.94174,90.31912,0.74,False,Low,-5.31
3290,Rajshahi,2021,24.41301,88.60421,0.74,False,Low,-20.24
3291,Gazipur,2021,24.03296,90.3117,0.74,False,Medium,1.1
3292,Rajshahi,2021,24.44014,88.62563,0.739,False,Low,-20.24
3293,Mymensingh,2021,24.74643,90.3421,0.735,False,Low,-5.83
3294,Mymensingh,2021,24.77528,90.65271,0.735,False,Low,-5.83
3295,Sunamganj,2021,24.82088,91.61183,0.734,False,High,31.03
3296,Rangpur,2021,25.66426,89.28675,0.731,False,High,75.35
3297,Patuakhali,2021,22.15919,90.44575,0.692,False,High,12.98
3298,Patuakhali,2021,22.38209,90.24999,0.691,False,High,12.98
3299,Chittagong,2021,22.28383,91.86191,0.69,False,Low,-1.19
3300,Noakhali,2021,22.50916,91.12772,0.69,False,High,17.85
3301,Bagerhat,2021,22.80448,89.83565,0.689,False,High,11.87
3302,Gopalganj,2021,23.03337,89.95261,0.688,False,Low,-0.76
3303,Gopalganj,2021,23.1333,89.87214,0.688,False,Low,-0.76
3304,Faridpur,2021,23.57572,89.85848,0.685,False,High,8.19
3305,Dhaka,2021,23.58489,90.14556,0.685,False,Low,-5.31
3306,Chandpur,2021,23.47485,90.84064,0.685,False,High,15.78
3307,Munshiganj,2021,23.5819,90.39822,0.685,False,High,11.83
3308,Rajbari,2021,23.75015,89.75742,0.685,False,High,4.82
3309,Narayanganj,2021,23.62382,90.53671,0.685,False,High,31.57
3310,Manikganj,2021,23.92251,89.9979,0.684,False,High,10.22
3311,Gazipur,2021,24.00036,90.28256,0.683,False,Medium,1.1
3312,Rajshahi,2021,24.42613,88.77601,0.682,False,Low,-20.24
3313,Gazipur,2021,24.29082,90.41581,0.681,False,Medium,1.1
3314,Mymensingh,2021,24.463,90.24606,0.68,False,Low,-5.83
3315,Tangail,2021,24.65969,89.90395,0.68,False,High,8.96
3316,Tangail,2021,24.65351,90.0518,0.68,False,High,8.96
3317,Mymensingh,2021,24.79313,90.31194,0.679,False,Low,-5.83
3318,Sunamganj,2021,24.83804,91.56341,0.677,False,High,31.03
3319,Dinajpur,2021,25.97441,88.70059,0.674,False,High,39.31
3320,Nilphamari,2021,25.90161,89.1213,0.674,False,High,14.39
3321,Kurigram,2021,25.80486,89.65374,0.674,False,High,35.15
3322,Chittagong,2021,22.30119,91.83875,0.633,False,Low,-1.19
3323,Khulna,2021,22.91735,89.62461,0.632,False,High,22.68
3324,Jessore,2021,23.1211,89.06439,0.631,False,High,7.75
3325,Chittagong,2021,22.69114,91.82487,0.631,False,Low,-1.19
3326,Jhenaidah,2021,23.38141,89.16443,0.63,False,High,15.44
3327,Noakhali,2021,23.02903,91.09356,0.63,False,High,17.85
3328,Shariatpur,2021,23.30199,90.3502,0.629,False,High,11.14
3329,Faridpur,2021,23.45593,89.74139,0.629,False,High,8.19
3330,Meherpur,2021,23.86221,88.66464,0.628,False,Low,-27.64
3331,Munshiganj,2021,23.57455,90.40247,0.628,False,High,11.83
3332,Kushtia,2021,23.93204,89.03274,0.628,False,High,18.8
3333,Kushtia,2021,23.95225,89.02294,0.628,False,High,18.8
3334,Manikganj,2021,23.91285,90.03457,0.627,False,High,10.22
3335,Natore,2021,24.23685,88.97068,0.626,False,High,9.57
3336,Brahamanbaria,2021,23.83588,91.09009,0.626,False,High,11.9
3337,Naogaon,2021,24.67356,88.66443,0.624,False,High,22.41
3338,Habiganj,2021,24.24216,91.35795,0.624,False,Low,-1.01
3339,Tangail,2021,24.47552,90.14543,0.624,False,High,8.96
3340,Tangail,2021,24.66416,89.86736,0.623,False,High,8.96
3341,Mymensingh,2021,24.58924,90.37144,0.623,False,Low,-5.83
3342,Mymensingh,2021,24.62558,90.2275,0.623,False,Low,-5.83
3343,Bogra,2021,24.91876,89.30897,0.622,False,High,39.64
3344,Jamalpur,2021,24.89446,89.8596,0.622,False,High,16.99
3345,Sherpur,2021,24.93958,90.05866,0.622,False,High,31.78
3346,Sherpur,2021,24.97531,89.987,0.621,False,High,31.78
3347,Sunamganj,2021,24.81667,91.54047,0.621,False,High,31.03
3348,Thakurgaon,2021,25.89567,88.31287,0.619,False,High,14.28
3349,Thakurgaon,2021,25.90976,88.339,0.619,False,High,14.28
3350,Thakurgaon,2021,25.95631,88.39535,0.618,False,High,14.28
3351,Thakurgaon,2021,25.9806,88.39882,0.618,False,High,14.28
3352,Dinajpur,2021,25.92324,88.73752,0.618,False,High,39.31
3353,Kurigram,2021,25.74153,89.56765,0.618,False,High,35.15
3354,Nilphamari,2021,25.87852,89.03254,0.618,False,High,14.39
3355,Dinajpur,2021,25.97387,88.64606,0.618,False,High,39.31
3356,Nilphamari,2021,25.93324,88.87186,0.618,False,High,14.39
3357,Thakurgaon,2021,26.03655,88.49743,0.618,False,High,14.28
3358,Nilphamari,2021,25.93977,89.04438,0.618,False,High,14.39
3359,Lalmonirhat,2021,25.84851,89.47353,0.618,False,High,33.32
3360,Lalmonirhat,2021,25.90384,89.39697,0.617,False,High,33.32
3361,Nilphamari,2021,26.05982,88.97292,0.617,False,High,14.39
3362,Nilphamari,2021,26.13026,88.91392,0.617,False,High,14.39
3363,Satkhira,2021,22.7559,88.96959,0.576,False,High,10.7
3364,Jessore,2021,22.97868,89.08099,0.575,False,High,7.75
3365,Khulna,2021,22.87111,89.49938,0.575,False,High,22.68
3366,Khulna,2021,22.8857,89.47175,0.575,False,High,22.68
3367,Chittagong,2021,22.50325,91.7948,0.574,False,Low,-1.19
3368,Bagerhat,2021,22.81698,89.84949,0.574,False,High,11.87
3369,Bagerhat,2021,22.85539,89.81199,0.574,False,High,11.87
3370,Jessore,2021,23.115,89.10951,0.574,False,High,7.75
3371,Jessore,2021,23.2073,89.02125,0.574,False,High,7.75
3372,Jessore,2021,23.19697,89.07245,0.574,False,High,7.75
3373,Jessore,2021,23.18574,89.20069,0.574,False,High,7.75
3374,Narail,2021,23.08895,89.66781,0.573,False,Low,-8.78
3375,Gopalganj,2021,23.04111,89.9016,0.573,False,Low,-0.76
3376,Gopalganj,2021,23.09591,90.04039,0.573,False,Low,-0.76
3377,Madaripur,2021,23.13386,90.03994,0.573,False,High,3.68
3378,Gopalganj,2021,23.21494,89.75068,0.573,False,Low,-0.76
3379,Faridpur,2021,23.34699,89.69454,0.572,False,High,8.19
3380,Faridpur,2021,23.50936,89.68241,0.572,False,High,8.19
3381,Faridpur,2021,23.4988,89.89261,0.572,False,High,8.19
3382,Faridpur,2021,23.54237,90.02534,0.571,False,High,8.19
3383,Comilla,2021,23.48578,91.02516,0.571,False,High,10.87
3384,Kushtia,2021,23.87138,89.23819,0.571,False,High,18.8
3385,Rajbari,2021,23.87834,89.36665,0.57,False,High,4.82
3386,Kushtia,2021,24.05284,88.84316,0.57,False,High,18.8
3387,Comilla,2021,23.62524,90.87986,0.57,False,High,10.87
3388,Manikganj,2021,23.81456,89.99974,0.57,False,High,10.22
3389,Narayanganj,2021,23.82714,90.49898,0.57,False,High,31.57
3390,Natore,2021,24.22891,89.02237,0.569,False,High,9.57
3391,Rajshahi,2021,24.38904,88.75625,0.569,False,Low,-20.24
3392,Gazipur,2021,24.03083,90.32964,0.569,False,Medium,1.1
3393,Sirajganj,2021,24.28461,89.69094,0.568,False,High,48.62
3394,Gazipur,2021,24.21656,90.37411,0.568,False,Medium,1.1
3395,Tangail,2021,24.33581,90.0341,0.568,False,High,8.96
3396,Tangail,2021,24.39824,90.20905,0.567,False,High,8.96
3397,Tangail,2021,24.44293,90.14953,0.567,False,High,8.96
3398,Naogaon,2021,24.74679,88.95432,0.567,False,High,22.41
3399,Kishoreganj,2021,24.47101,90.77341,0.567,False,High,12.02
3400,Mymensingh,2021,24.64214,90.15537,0.566,False,Low,-5.83
3401,Mymensingh,2021,24.57386,90.5814,0.566,False,Low,-5.83
3402,Mymensingh,2021,24.58307,90.53019,0.566,False,Low,-5.83
3403,Bogra,2021,24.88288,89.41449,0.566,False,High,39.64
3404,Sylhet,2021,24.69109,91.7555,0.565,False,High,13.59
3405,Sherpur,2021,24.93117,90.10888,0.565,False,High,31.78
3406,Bogra,2021,25.06996,89.43447,0.565,False,High,39.64
3407,Sunamganj,2021,24.74252,91.59492,0.565,False,High,31.03
3408,Gaibandha,2021,25.13913,89.35205,0.565,False,High,42.66
3409,Sylhet,2021,24.93386,91.96278,0.564,False,High,13.59
3410,Rangpur,2021,25.59435,89.30848,0.563,False,High,75.35
3411,Rangpur,2021,25.60985,89.34352,0.563,False,High,75.35
3412,Dinajpur,2021,25.94537,88.61409,0.562,False,High,39.31
3413,Nilphamari,2021,25.89214,89.03495,0.562,False,High,14.39
3414,Thakurgaon,2021,26.1403,88.28845,0.561,False,High,14.28
3415,Nilphamari,2021,25.95233,89.07357,0.561,False,High,14.39
3416,Lalmonirhat,2021,25.89214,89.39046,0.561,False,High,33.32
3417,Kurigram,2021,25.97434,89.53261,0.561,False,High,35.15
3418,Lalmonirhat,2021,26.21059,89.14858,0.56,False,High,33.32
3419,Kurigram,2021,26.12256,89.66871,0.56,False,High,35.15
3420,Lalmonirhat,2021,26.41137,88.98509,0.559,False,High,33.32
3421,Barguna,2021,22.19051,90.07619,0.519,False,High,63.87
3422,Satkhira,2021,22.61421,89.00121,0.519,False,High,10.7
3423,Barguna,2021,22.40186,90.18299,0.518,False,High,63.87
3424,Satkhira,2021,22.74622,88.92959,0.518,False,High,10.7
3425,Chittagong,2021,22.2499,91.8601,0.518,False,Low,-1.19
3426,Satkhira,2021,22.84952,89.0873,0.518,False,High,10.7
3427,Khulna,2021,22.8872,89.45336,0.517,False,High,22.68
3428,Noakhali,2021,22.69007,91.20957,0.517,False,High,17.85
3429,Chittagong,2021,22.63867,91.81768,0.516,False,Low,-1.19
3430,Jessore,2021,23.16094,89.01493,0.516,False,High,7.75
3431,Noakhali,2021,22.73673,91.06509,0.516,False,High,17.85
3432,Jessore,2021,23.19013,89.13072,0.516,False,High,7.75
3433,Jessore,2021,23.17017,89.23452,0.516,False,High,7.75
3434,Gopalganj,2021,23.06237,89.78399,0.516,False,Low,-0.76
3435,Jessore,2021,23.26649,89.21431,0.516,False,High,7.75
3436,Gopalganj,2021,23.13549,89.7558,0.516,False,Low,-0.76
