district,year,forest_km2,edge_km2,edge_ratio
Mymensingh,2022,315.8680419921875,263.3207092285156,0.8336415028495616
Narayanganj,2022,127.9982681274414,101.57731628417969,0.7935835208570501
Narsingdi,2022,593.52294921875,301.7300720214844,0.5083713652835994
Netrakona,2022,67.8406753540039,65.74604797363281,0.9691243141457395
Rajbari,2022,279.6794128417969,204.01124572753906,0.7294467749864014
Shariatpur,2022,453.2882385253906,296.9156188964844,0.6550260819967268
Sherpur,2022,95.08436584472656,54.26885986328125,0.5707443004026832
Tangail,2022,945.62841796875,653.0250244140625,0.6905725462616574
Bagerhat,2022,1393.92236328125,931.660888671875,0.6683735860860817
Chuadanga,2022,505.1730651855469,387.4482421875,0.7669614017231752
Jessore,2022,650.294921875,538.4724731445312,0.828043484626867
Jhenaidah,2022,615.9273681640625,461.690185546875,0.7495854371970303
Khulna,2022,738.9445190429688,558.9209594726562,0.7563774343932249
Kushtia,2022,404.5565185546875,320.29071044921875,0.7917081934397807
Magura,2022,264.8385009765625,224.196533203125,0.8465405610454115
Meherpur,2022,284.84539794921875,213.15708923339844,0.7483255505198625
Narail,2022,286.44549560546875,229.1478729248047,0.7999702436948701
Satkhira,2022,671.2603149414062,539.0855712890625,0.8030946553664785
Habiganj,2022,497.8663330078125,176.13714599609375,0.3537840065062801
Maulvibazar,2022,1076.476318359375,295.0370788574219,0.27407670175882637
Sunamganj,2022,117.33248901367188,102.84001159667969,0.8764836786569533
Sylhet,2022,602.4096069335938,407.1426086425781,0.6758567658225597
Bogra,2022,84.65725708007812,79.03677368164062,0.9336089593226363
Joypurhat,2022,28.862863540649414,28.18397331237793,0.9764787638858022
Naogaon,2022,146.97181701660156,134.663330078125,0.9162527402305557
Natore,2022,423.7579345703125,343.45697021484375,0.8105027474308101
Nawabganj,2022,299.52557373046875,234.65057373046875,0.78340747605619
Pabna,2022,499.0157165527344,381.8232727050781,0.7651527998812604
Rajshahi,2022,311.218017578125,211.79196166992188,0.680526029045718
Sirajganj,2022,156.46600341796875,145.99404907226562,0.9330720148981545
Dinajpur,2022,48.3916015625,46.022911071777344,0.9510516202349
Gaibandha,2022,32.42892837524414,31.863842010498047,0.9825746210849978
Kurigram,2022,111.47357177734375,103.47782135009766,0.9282722326040047
Lalmonirhat,2022,70.49139404296875,67.7959213256836,0.9617616766715934
Nilphamari,2022,26.058696746826172,26.002506256103516,0.9978436952826699
Panchagarh,2022,63.9186897277832,56.8126335144043,0.8888266288992756
Rangpur,2022,93.27627563476562,88.49020385742188,0.94868929162562
Thakurgaon,2022,26.592954635620117,25.861888885498047,0.9725090438373915
Barguna,2022,127.81041717529297,121.55691528320312,0.9510720485051456
Barisal,2023,823.7326049804688,546.2330932617188,0.6631194272984621
Bhola,2023,506.5635986328125,387.01983642578125,0.7640103581669244
Jhalokati,2023,351.72119140625,226.06024169921875,0.642725679380835
Patuakhali,2023,46.86904525756836,44.67362594604492,0.9531584375261213
Pirojpur,2023,567.2255249023438,341.2046813964844,0.6015326645521246
Bandarban,2023,4569.349609375,217.2535858154297,0.04754584446103388
Brahamanbaria,2023,297.6341857910156,209.18580627441406,0.7028285602289458
Chandpur,2023,754.7113037109375,529.3726806640625,0.7014240784007363
Chittagong,2023,2771.290283203125,1063.50537109375,0.3837582001206039
Comilla,2023,920.3963623046875,762.2940673828125,0.8282236855804338
Cox's Bazar,2023,962.3975830078125,345.6341552734375,0.3591386360231868
Feni,2023,271.82098388671875,206.01683044433594,0.7579136367565844
Khagrachhari,2023,2711.30615234375,209.28866577148438,0.07719108577633985
Lakshmipur,2023,658.1605834960938,326.8567199707031,0.49662153609149257
Noakhali,2023,845.989990234375,569.5521850585938,0.6732374988276205
Rangamati,2023,4979.341796875,376.49395751953125,0.07561118976725321
Dhaka,2023,341.47259521484375,240.99839782714844,0.7057620470993283
Faridpur,2023,595.9207763671875,440.088623046875,0.7385018957212969
Gazipur,2023,742.1630859375,454.2472839355469,0.61205857922958
Gopalganj,2023,619.6732177734375,446.4549560546875,0.7204683747005484
Jamalpur,2023,80.15554809570312,70.26626586914062,0.8766238587158681
Kishoreganj,2023,302.8226623535156,253.2093048095703,0.8361636571108849
Madaripur,2023,484.2781677246094,381.64410400390625,0.7880679523445557
Manikganj,2023,496.5260314941406,388.9449768066406,0.7833324984718962
Munshiganj,2023,204.05178833007812,169.49874877929688,0.8306653431780388
Mymensingh,2023,340.82421875,276.3847351074219,0.8109304442069432
Narayanganj,2023,107.52339172363281,90.25192260742188,0.8393701236601263
Narsingdi,2023,579.72119140625,301.8463439941406,0.5206750218358266
Netrakona,2023,53.48914337158203,51.11077880859375,0.9555355645450125
Rajbari,2023,300.3887939453125,218.3126678466797,0.7267670174354931
Shariatpur,2023,477.92791748046875,314.0372619628906,0.6570808075377271
Sherpur,2023,95.29973602294922,55.84156799316406,0.5859572158701133
Tangail,2023,942.15380859375,643.9419555664062,0.6834785888384276
Bagerhat,2023,1358.177490234375,914.428955078125,0.6732764764937503
Chuadanga,2023,494.3099060058594,370.9057922363281,0.7503507166856809
Jessore,2023,724.5089721679688,586.5841064453125,0.8096298720636409
Jhenaidah,2023,679.9449462890625,509.593994140625,0.7494636101376113
Khulna,2023,728.0814208984375,535.8817749023438,0.7360190213905976
Kushtia,2023,387.0279235839844,313.7297668457031,0.8106127432369213
Magura,2023,271.4835510253906,224.99472045898438,0.8287600468211853
Meherpur,2023,277.9312438964844,205.66790771484375,0.7399956364439719
Narail,2023,278.9167785644531,222.88148498535156,0.7990967274629098
Satkhira,2023,615.641845703125,493.7998046875,0.8020894098313458
Habiganj,2023,504.0982360839844,164.81304931640625,0.32694629244635537
Maulvibazar,2023,1067.2611083984375,284.2872009277344,0.26637080531712043
Sunamganj,2023,115.2747802734375,99.19808959960938,0.8605359243739749
Sylhet,2023,582.9381103515625,386.4852294921875,0.6629953036680055
Bogra,2023,50.047149658203125,48.23051452636719,0.9637015265755864
Joypurhat,2023,22.014202117919922,21.448244094848633,0.9742912316313027
Naogaon,2023,179.9238739013672,164.858642578125,0.9162688586201694
Natore,2023,489.1327209472656,386.337646484375,0.7898421633625015
Nawabganj,2023,342.4584655761719,247.72032165527344,0.7233587326816245
Pabna,2023,520.2100830078125,393.9959411621094,0.7573785169331144
Rajshahi,2023,336.44830322265625,225.05819702148438,0.6689235608138715
Sirajganj,2023,124.01469421386719,119.29351043701172,0.9619304485909255
Dinajpur,2023,35.15593719482422,32.67377853393555,0.9293957476618173
Gaibandha,2023,17.118494033813477,16.892404556274414,0.9867926771424824
Kurigram,2023,77.67570495605469,73.84635925292969,0.9507008567828066
Lalmonirhat,2023,29.36638832092285,29.085737228393555,0.9904431185250882
Nilphamari,2023,11.233988761901855,11.233988761901855,1.0
Panchagarh,2023,58.82109832763672,52.33076477050781,0.8896597693402902
Rangpur,2023,46.921119689941406,45.23125076293945,0.9639848976714804
Thakurgaon,2023,11.9734525680542,11.298619270324707,0.9436392056598626
Barguna,2023,141.4193878173828,134.29737854003906,0.9496390884781617
Barisal,2024,818.5388793945312,528.2611083984375,0.6453708207350998
Bhola,2024,425.9247131347656,341.25360107421875,0.8012063882431816
Jhalokati,2024,342.25494384765625,226.86178588867188,0.6628444379452181
Patuakhali,2024,30.801923751831055,29.87749481201172,0.9699879479195067
Pirojpur,2024,564.7211303710938,334.54718017578125,0.5924113021163935
Bandarban,2024,4565.93994140625,224.4148712158203,0.049149764144007436
Brahamanbaria,2024,256.4177551269531,189.6971893310547,0.7397974030196742
Chandpur,2024,695.7637329101562,508.08941650390625,0.73026142707774
Chittagong,2024,2567.512451171875,1060.1116943359375,0.41289447061963686
Comilla,2024,708.0427856445312,613.534423828125,0.8665216795756554
Cox's Bazar,2024,925.1029052734375,345.3343811035156,0.3732929376126468
Feni,2024,222.22720336914062,175.64926147460938,0.7904039596036276
Khagrachhari,2024,2673.59765625,276.6905822753906,0.10348998534935809
Lakshmipur,2024,612.8417358398438,342.9460144042969,0.5595996394310851
Noakhali,2024,767.1478271484375,550.7787475585938,0.717956472099897
Rangamati,2024,4953.18212890625,408.2699279785156,0.0824257855562983
Dhaka,2024,251.2510223388672,195.2259063720703,0.7770153711405213
Faridpur,2024,514.8970947265625,396.7442932128906,0.7705312328934052
Gazipur,2024,572.9400024414062,427.31683349609375,0.7458317305044428
Gopalganj,2024,502.7857666015625,386.0316162109375,0.7677854900710664
Jamalpur,2024,153.48829650878906,139.75111389160156,0.9105001297841566
Kishoreganj,2024,321.3460388183594,269.01190185546875,0.8371408679710769
Madaripur,2024,412.4786071777344,338.7997741699219,0.8213753835333701
Manikganj,2024,376.87774658203125,325.1507568359375,0.8627486228220831
Munshiganj,2024,161.8166961669922,142.0487060546875,0.8778371417748856
Mymensingh,2024,396.37493896484375,325.9737243652344,0.8223873215005312
Narayanganj,2024,59.197750091552734,52.44782257080078,0.8859766205588422
Narsingdi,2024,523.66552734375,291.45556640625,0.5565681741256374
Netrakona,2024,60.64850616455078,57.70458221435547,0.951459250418998
Rajbari,2024,250.8362274169922,193.13864135742188,0.7699790550443363
Shariatpur,2024,437.9591369628906,309.1062927246094,0.7057879757188413
Sherpur,2024,126.48430633544922,81.6531753540039,0.6455597355884721
Tangail,2024,846.7919311523438,590.08056640625,0.6968424529072307
Bagerhat,2024,1354.5845947265625,907.274658203125,0.6697807296311886
Chuadanga,2024,397.4093933105469,324.0197448730469,0.8153298596539431
Jessore,2024,661.2731323242188,538.9835205078125,0.8150694382719177
Jhenaidah,2024,572.4783935546875,454.576416015625,0.7940499084917872
Khulna,2024,732.9422607421875,533.4097290039062,0.7277650062963598
Kushtia,2024,323.8697814941406,276.116455078125,0.8525539301761638
Magura,2024,221.4292449951172,193.05471801757812,0.8718573647389496
Meherpur,2024,204.903564453125,163.9915771484375,0.8003354045407698
Narail,2024,232.99851989746094,193.34341430664062,0.8298053326335639
Satkhira,2024,595.299560546875,481.1266174316406,0.8082092602078376
Habiganj,2024,471.0376281738281,165.21884155273438,0.35075508127296207
Maulvibazar,2024,1045.93994140625,297.6084899902344,0.28453688228991847
Sunamganj,2024,112.10325622558594,96.47798919677734,0.8606171885197894
Sylhet,2024,582.8680419921875,384.2040710449219,0.6591613253177322
Bogra,2024,51.921287536621094,50.33152389526367,0.9693812746797519
Joypurhat,2024,19.29962158203125,19.129844665527344,0.9912030960927246
Naogaon,2024,138.88082885742188,121.44873046875,0.8744816074897706
Natore,2024,435.50537109375,359.8132019042969,0.8261969330037056
Nawabganj,2024,188.61294555664062,162.78843688964844,0.8630819926448947
Pabna,2024,478.72052001953125,366.3172912597656,0.7652007297385546
Rajshahi,2024,259.5371398925781,206.5442657470703,0.7958177616989944
Sirajganj,2024,81.72291564941406,75.64082336425781,0.9255766606364361
Dinajpur,2024,39.21351623535156,36.05429458618164,0.9194353898230162
Gaibandha,2024,16.383790969848633,16.327299118041992,0.9965519670074768
Kurigram,2024,85.03541564941406,79.91033935546875,0.9397300965156083
Lalmonirhat,2024,37.68781661987305,37.014408111572266,0.982131930987329
Nilphamari,2024,16.12236785888672,16.12236785888672,1.0
Panchagarh,2024,51.994598388671875,46.28725051879883,0.8902319077991664
Rangpur,2024,53.392093658447266,52.2659912109375,0.9789088164492384
Thakurgaon,2024,13.602194786071777,12.814908981323242,0.9421206785279468
Barguna,2024,83.66199493408203,82.15727233886719,0.9820142635087721
